RouteName;Direction;TFLSequence;BusStopCode;FirstLast
275;2;30;53423;
669;2;52;76316;
4;2;34;55628;
30;2;40;48989;
463;1;45;72346;
20;1;9;58654;
140;1;29;50614;
246;2;7;74410;
S4;2;28;53366;
N9;1;1;76996;FIRST
150;1;29;59272;
294;2;27;58686;
488;2;18;77214;
86;2;39;56337;
628;1;41;50098;
155;1;10;48875;
427;1;16;72007;
145;1;60;71303;LAST
349;1;4;56519;
481;2;40;74072;
491;2;22;77230;
166;1;29;49911;
605;2;11;51347;
407;1;33;47332;
247;1;19;48838;
356;2;52;57680;
232;2;46;49577;
330;2;1;54901;FIRST
613;1;11;53196;
696;2;11;56333;
21;2;28;59340;
9;1;14;58476;
696;1;22;58340;
321;1;1;72974;FIRST
314;2;48;50820;
697;1;7;48551;
19;2;41;50687;
102;1;13;77817;
N47;2;87;51276;
307;1;35;52177;
117;2;4;53327;
U4;2;8;72289;
89;1;28;72552;
259;1;6;59572;
6;2;36;47425;
U4;1;36;54230;LAST
31;1;24;48897;
176;1;41;51512;
356;2;20;59401;
U5;1;41;57589;
S3;1;4;56921;
272;1;26;55517;
405;1;1;47007;FIRST
337;1;7;59599;
121;2;3;71275;
492;2;11;72048;
26;2;21;50890;
158;1;36;49745;
X68;1;16;74387;
163;1;15;48147;
394;2;26;56558;
K2;2;10;55991;
145;2;51;52952;
195;1;34;55347;
121;1;39;59175;
627;2;26;52580;
307;1;38;55649;
N26;2;43;71577;
R70;2;29;71439;
121;2;25;53695;
635;1;27;54149;
S3;1;25;52494;
236;1;29;58141;
366;1;16;74261;
611;1;24;54838;
125;1;36;51905;
638;1;1;71141;FIRST
492;1;15;56040;
236;1;2;57814;
229;1;3;53814;
122;1;43;76284;
178;1;2;53700;
52;2;24;47980;
167;1;26;51182;
203;2;9;56167;
U2;1;2;72107;
387;1;3;54057;
56;2;13;57779;
469;2;21;52010;
N20;1;35;76633;
N86;2;57;75703;
H17;1;9;52388;
293;1;14;56452;
N279;1;75;71707;
242;1;8;56917;
71;2;25;75687;
245;2;23;75026;
646;2;20;51792;
322;2;15;74705;
628;1;48;48028;LAST
16;2;8;52232;
81;1;17;71378;
370;1;8;73734;
4;1;6;48666;
234;1;20;51008;
U2;1;11;56399;
N279;1;25;77558;
414;1;33;47313;
166;1;36;75279;
N73;2;45;75615;
70;2;46;57006;
71;2;15;51364;
18;2;5;50171;
632;1;11;52360;
24;1;37;47056;LAST
206;2;19;73182;
309;2;4;54209;
397;1;40;71247;
51;2;48;50647;
271;1;7;55805;
386;2;33;50848;
371;1;7;48368;
W13;2;2;54843;
391;2;46;77601;
N63;2;38;49112;
S3;2;28;50556;
418;1;15;49097;
314;1;56;77089;
349;2;30;54107;
667;1;19;74244;
6;1;24;53292;
157;1;33;71278;
235;1;42;72474;
309;2;2;71574;
65;2;25;76186;
143;1;29;76633;
N137;1;46;54722;
H9;1;23;73902;
428;1;4;48607;
N551;2;6;77626;
50;2;2;71893;
99;1;52;56781;
634;2;8;52353;
428;1;13;76124;
171;2;54;74109;
N26;1;12;47716;
102;2;20;47013;
601;2;7;54354;
20;1;18;75892;
N44;1;24;74777;
U10;2;6;52693;
30;1;27;72698;
146;1;4;52891;
355;2;24;54700;
407;1;26;77597;
32;1;17;57431;
30;1;24;48600;
91;1;8;48504;
N11;1;81;53477;
82;2;11;59187;
15;2;10;54579;
122;2;33;77472;
P12;1;15;57210;
355;1;13;56609;
214;1;36;58266;LAST
639;2;1;76648;FIRST
N133;1;52;76419;
280;2;21;51184;
390;1;38;75046;
657;2;17;76582;LAST
180;1;37;71888;
467;1;8;57620;
277;2;24;71911;
N68;1;39;53610;
488;2;16;56430;
116;2;5;72409;
167;1;17;48391;
178;2;10;53078;
3;2;21;47835;
490;2;17;56513;
453;1;21;71105;
247;1;35;57608;LAST
N171;2;53;49975;
440;1;20;55310;
H22;1;30;77364;
H26;2;8;76222;
541;1;18;71835;
B15;1;23;49480;
40;2;20;52554;
265;2;21;47831;
N3;1;73;76665;
59;2;33;74502;
324;2;15;56375;
193;2;14;73487;
122;2;21;58556;
326;2;26;72862;
131;1;7;55215;
356;2;10;71299;
332;2;14;59364;
165;1;55;54670;LAST
66;1;23;76716;
P12;1;27;72706;
493;1;67;77791;
101;1;11;72411;
118;2;8;51184;
S3;2;42;98232;
153;2;19;77870;
313;2;41;49260;
E6;2;21;51411;
428;2;3;51280;
626;2;14;77576;
634;1;10;55001;
59;1;21;51431;
41;2;26;73007;
307;1;28;58405;
N133;1;55;58298;LAST
396;2;17;77807;
468;2;49;74471;
322;1;24;54487;
207;1;2;56471;
W9;2;16;50330;
32;2;17;58750;
N89;2;50;47161;
238;2;2;56790;
N253;1;21;77678;
102;2;37;49932;
42;1;18;55985;
125;1;31;48016;
144;2;23;71312;
N26;2;40;72169;
148;2;10;58184;
675;1;22;58589;
16;1;12;56487;
257;2;28;56042;
407;2;40;76446;
282;2;31;52409;
E5;2;35;76905;
270;1;24;56103;
122;2;35;71735;
324;1;23;77865;
292;1;19;48717;
697;2;12;49628;
417;1;1;55404;FIRST
R3;1;41;53552;
245;1;42;56137;
689;2;20;47953;
69;2;1;53428;FIRST
264;1;20;59480;
H26;1;10;47587;
359;2;17;77854;
326;1;34;48530;
155;2;28;71819;
109;2;28;52641;
30;2;7;48640;
37;2;4;74534;
N551;1;48;71835;
521;2;3;57681;
248;1;7;51543;
136;2;31;76055;
181;1;28;76032;
103;1;16;76504;
119;2;1;55812;FIRST
444;2;10;72533;
39;2;3;57384;
242;2;10;91542;
N550;2;26;51380;
430;2;4;51483;
337;1;22;71386;
117;2;42;72863;
12;2;16;74723;
N21;1;64;50378;
413;1;8;52005;
N207;1;22;47753;
253;2;37;58729;
234;2;15;49766;
N19;2;18;47903;
627;2;1;75955;FIRST
44;1;36;55880;
365;1;23;73487;
151;2;25;72828;
298;1;13;58770;
N109;1;44;74224;
436;2;19;53139;
23;2;9;52782;
N113;1;32;48149;
34;2;44;47730;
4;1;20;50415;
N19;2;5;56713;
163;1;18;59558;
P13;1;40;72359;
110;1;7;47054;
281;2;29;52935;
681;1;22;73183;
158;2;18;58626;
121;1;1;59097;FIRST
493;1;42;47296;
229;2;33;48707;
141;2;33;51977;
274;2;38;59293;LAST
217;2;3;59488;
236;1;40;51297;
450;1;36;49274;
E11;2;8;48282;
486;2;2;55603;
455;2;44;76719;
71;1;4;49255;
238;1;24;76995;
203;2;17;54925;
314;1;45;57802;
64;2;15;75980;
N47;2;57;50838;
124;2;9;55700;
675;2;3;71869;
696;2;2;51187;
259;2;28;47432;
363;1;22;58027;
652;2;9;56466;
393;1;24;72868;
641;2;2;74297;
616;1;13;58258;
397;1;7;52342;
N15;1;74;57681;
307;2;2;49464;
165;1;11;53420;
640;1;14;47817;
168;2;30;72110;
171;2;5;71368;
34;1;42;57164;
230;1;1;50242;FIRST
300;2;1;54901;FIRST
111;2;38;73899;
224;2;41;48859;
144;1;23;48321;
R5;2;12;77467;
N205;2;8;76520;
68;2;30;71846;
63;1;6;57668;
K1;1;19;48411;
H10;1;11;51951;
W7;2;6;71092;
324;2;1;73308;FIRST
RV1;2;6;72966;
110;1;6;72419;
N253;2;7;76141;
141;1;36;55561;
425;1;28;55566;
295;2;31;71499;
107;2;16;50720;
202;2;18;48174;
N16;2;42;77454;
220;1;17;73934;
52;2;4;48353;
N155;1;21;75089;
R11;1;9;72079;
101;1;20;52269;
152;1;22;53080;
627;2;9;72769;
W8;1;11;47804;
R8;2;12;98044;
T32;1;14;58236;LAST
256;2;10;47294;
74;1;18;58218;
73;2;13;72144;
110;2;32;53550;
W15;1;45;75256;
57;2;17;73829;
201;1;36;73029;
208;2;12;52960;
211;1;21;54272;
193;2;9;57646;
N98;2;47;53659;
491;2;9;52706;
92;2;28;58038;
W14;1;39;58044;
N68;2;45;47918;
210;1;27;75820;
87;2;23;56380;
97;1;2;48269;
213;1;24;55216;
215;2;24;57625;
472;2;2;73982;
45;1;27;73560;
92;1;24;54327;
111;2;26;72274;
444;1;2;56648;
83;2;37;74000;
14;1;11;71721;
N91;1;1;59381;FIRST
247;2;26;76473;
469;1;25;54040;
N35;1;63;73488;LAST
434;1;14;98166;
172;2;17;47096;
280;2;38;57640;
102;1;26;48162;
P12;2;49;49171;LAST
136;2;18;49829;
54;1;27;77489;
224;2;40;51675;
629;2;2;71743;
C10;2;38;50609;
640;1;17;47689;
352;2;19;53625;
N7;1;52;53959;
E8;2;23;53247;
406;1;5;73177;
K5;2;2;73320;
55;1;38;77994;
N15;1;26;59400;
681;1;4;56791;
699;1;3;76966;
406;2;16;71481;
62;2;5;71333;
228;1;16;59295;
391;2;17;75843;
H25;1;38;58351;LAST
234;2;34;76890;
395;2;10;56900;
193;2;2;48172;
X68;2;11;54773;
131;1;23;58331;
498;1;20;50473;
240;2;18;53421;
H98;2;29;71332;
496;1;31;55696;
51;2;29;57970;
282;1;6;55626;
N15;2;48;77046;
474;1;8;71631;
82;2;2;76848;
153;2;24;58713;
87;1;1;50000;FIRST
341;1;21;47122;
H11;1;25;56223;
102;2;5;74799;
30;2;15;71541;
N63;1;43;77271;
492;1;33;57202;
602;2;27;76669;
404;1;13;49879;
47;2;28;53149;
45;2;7;54058;
49;1;30;75228;
N74;2;8;74570;
N8;2;73;49854;
228;1;25;71112;
384;2;7;73908;
165;1;1;57453;FIRST
669;1;20;56704;
521;1;3;77665;
649;1;8;72405;
H25;1;8;52179;
365;2;10;56285;
499;2;38;54027;
229;2;45;47648;
D6;1;5;58619;
460;1;9;53558;
A10;2;14;49870;
288;1;18;53175;
184;1;33;48313;
201;2;9;57539;
N15;1;71;51099;
188;2;47;76554;
D7;2;14;52240;
487;2;4;51898;
339;1;37;74459;
366;2;4;72884;
367;1;49;58766;
121;2;51;50105;
260;1;7;73608;
202;2;41;50061;
612;2;7;49398;
157;1;11;74815;
N1;1;66;59565;
95;1;21;76037;
394;1;28;52126;
N109;2;47;74336;
83;1;22;55362;
692;1;18;77566;
N13;2;5;53991;
493;2;43;58323;
662;1;18;58880;
37;1;45;71790;
376;2;13;76728;
N11;1;83;73256;
48;1;10;49955;
90;1;24;47878;
277;2;33;54101;
H37;1;25;76276;LAST
199;1;29;48893;
382;1;39;92035;LAST
U3;2;18;55575;
81;1;18;76122;
634;1;32;52728;
W12;1;16;50389;
10;2;6;51664;
C1;1;28;49218;
92;2;38;77077;
243;2;1;77305;FIRST
360;1;7;74962;
N41;1;42;53240;
340;2;2;48006;
444;2;25;74923;
283;2;35;74785;
153;2;30;73322;
113;2;18;75588;
H28;1;27;49644;
N381;1;33;77511;
282;1;27;57843;
X26;2;1;77731;FIRST
384;1;8;58249;
3;1;2;73476;
432;2;16;48384;
152;1;3;74078;
N1;2;32;50775;
601;2;4;52451;
50;1;19;56173;
356;2;25;53375;
N15;2;67;52533;
189;2;8;58110;
394;2;22;51303;
226;1;39;51106;
498;2;17;51967;
347;1;43;51629;
452;2;14;54722;
683;2;3;51601;
N29;2;66;48192;
307;1;31;48313;
N136;1;12;54915;
N9;2;23;72863;
262;2;17;57359;
K3;2;24;58712;
162;1;57;73524;
R68;1;14;77353;
44;1;41;75550;LAST
254;2;1;51741;FIRST
N63;2;19;56108;
97;1;7;50534;
51;1;8;56960;
273;1;52;77069;
403;1;5;77944;
366;1;26;58559;
134;1;36;52168;
481;1;9;76712;
N207;2;82;56256;
N381;1;15;52115;
N9;2;31;58639;
53;1;22;58193;
57;1;55;50410;
261;2;12;50743;
393;2;16;58464;
253;1;8;73414;
128;2;37;71028;
N98;1;47;74291;
B12;1;5;50681;
612;1;10;73808;
D7;2;24;57058;
229;1;24;58871;
472;1;6;77805;
675;1;27;47815;LAST
337;2;2;72946;
391;2;40;72425;
109;2;10;72992;
262;1;30;56149;LAST
354;1;18;54587;
W15;1;1;55505;FIRST
627;2;10;73577;
290;1;38;51733;
366;2;39;55604;
R8;2;17;49449;
611;1;20;51858;
37;2;35;73287;
673;1;26;50409;
N109;2;61;71788;
468;2;57;75108;
329;1;14;47732;
134;1;34;75430;
N28;2;29;59460;
64;1;5;75908;
38;2;6;52053;
95;1;19;72609;
H22;2;35;59137;
N253;1;32;77221;
638;2;55;76777;
473;1;11;72068;
353;2;8;77421;
196;2;4;73145;
55;1;22;53018;
N68;1;29;53823;
496;2;28;73856;
E7;2;37;56711;
5;2;6;53982;
288;2;2;76069;
U1;2;10;49548;
669;2;45;55091;
487;1;20;57371;
H98;2;38;59603;
83;1;48;53442;
N87;2;51;49825;
N137;2;9;55136;
N136;2;34;52180;
R6;2;20;57395;
N15;2;31;51790;
D3;1;15;47133;
318;1;10;73631;
229;1;15;58387;
401;1;12;75270;
39;1;23;74898;
297;1;23;76943;
339;1;39;56027;LAST
N91;1;45;48504;
367;2;4;52891;
139;1;18;55463;
N15;2;16;75939;
685;1;2;58233;
107;2;47;71350;
N55;1;25;59240;
50;2;18;76563;
139;1;14;56139;
83;1;13;52633;
273;2;40;75944;
N136;1;18;57759;
162;2;13;54031;
N18;2;68;72477;
D8;1;26;77130;
151;1;13;49092;
452;1;1;53042;FIRST
216;1;17;54986;
28;2;14;47847;
95;2;37;77455;
648;1;7;51543;
161;2;45;74131;
209;1;7;51369;
W4;1;14;75856;
417;1;12;76252;
224;2;16;50541;
151;2;16;52494;
N7;1;51;74485;
N381;2;34;56573;
105;2;39;59027;
440;1;3;59007;
188;2;14;77752;
85;2;20;57735;
157;2;20;76556;
77;2;12;59462;
N68;1;37;74950;
N87;2;71;50885;
469;1;5;49315;
161;1;34;57242;
308;1;4;55793;
N551;2;42;53518;
405;1;2;76326;
50;2;33;52823;
23;2;42;72155;
13;2;27;74133;
363;1;7;74438;
423;2;13;75344;
507;2;5;59580;
28;1;29;73834;
223;1;8;52771;
63;1;36;52954;
N98;2;15;71422;
194;2;46;57410;
38;2;13;54468;
300;2;26;49519;
N551;1;38;48308;
K3;2;44;59403;
371;1;22;72931;
314;1;38;76449;
549;2;24;74346;
64;2;37;54668;
U4;1;33;77382;
N44;2;2;92024;
387;2;7;71208;
28;2;16;76857;
54;2;35;58896;
195;2;15;55135;
484;2;14;77578;
273;1;54;54778;
639;2;22;57049;
187;1;27;50883;
292;1;9;51077;
171;1;26;74147;
322;1;25;71551;
157;2;26;48179;
432;2;3;57687;
192;1;25;71243;
170;2;31;49514;
6;2;31;51051;
N21;1;29;76686;
200;2;30;91300;
90;2;12;47305;
629;2;19;77534;
N207;1;10;55651;
N5;1;22;57431;
128;2;34;54012;
H91;2;21;49731;
969;1;28;73673;
N11;2;74;50730;
N3;1;35;73420;
440;1;18;77796;
325;2;15;58714;
393;1;51;74187;LAST
450;2;30;58329;
W14;2;5;56741;
102;2;54;52795;
132;1;26;76903;
679;1;16;71566;
C10;1;27;51281;
450;1;15;50570;
6;2;8;53929;
W16;1;23;47032;
317;1;21;53902;
106;1;6;50176;
187;2;34;50541;
U10;2;2;55510;
W12;2;26;74698;
101;1;18;47412;
210;1;3;58736;
173;1;17;71731;
111;1;55;50514;
N55;2;29;58141;
N279;1;18;77686;
309;2;14;49651;
109;2;31;71410;
208;1;24;58532;
79;2;26;55825;
R11;2;26;73878;
414;1;31;73812;
280;1;13;47973;
427;1;40;50509;
470;2;5;52220;
52;2;20;71169;
83;2;9;57679;
116;1;15;49739;
204;2;17;73008;
N19;2;28;54936;
298;2;30;51981;
U2;1;7;76405;
253;1;45;57641;
638;2;38;57352;
N47;2;14;56945;
200;1;26;71517;
669;1;16;57350;
107;2;9;50316;
105;1;24;47143;
N1;2;8;57727;
440;2;12;50951;
674;2;31;75537;
12;1;8;91532;
80;1;38;50485;
418;1;25;73822;
N55;1;1;77897;FIRST
634;2;2;52882;
1;2;16;48216;
280;2;30;77113;
N207;1;66;77769;
269;1;4;51495;
467;2;39;73541;
674;2;20;56533;
650;1;1;59172;FIRST
255;1;23;72297;
N9;1;30;71097;
10;2;13;55563;
N86;1;68;73475;
N38;2;23;48616;
603;2;12;59109;
653;2;38;73373;
H12;2;16;73445;
248;2;18;52286;
241;1;11;53128;
53;2;44;77647;
40;1;16;47474;
184;2;40;72630;
R4;2;5;98120;
507;1;8;49342;
152;1;46;55597;LAST
41;2;5;57370;
W12;1;8;55024;
259;2;39;76221;
333;1;35;54815;
H98;2;4;47058;
135;1;11;50420;
149;1;20;52442;
616;1;9;52800;
254;1;34;49687;
699;2;23;73526;
141;2;2;77771;
413;1;12;50030;
N20;1;37;59262;
99;1;15;77080;
N64;2;43;76537;
376;2;14;55788;
117;1;15;72409;
N73;2;31;48106;
W15;1;33;55297;
111;2;3;75792;
N136;2;90;53929;
N47;2;31;50743;
N7;1;25;48232;
453;1;26;50906;
27;2;34;75228;
364;1;33;59065;
647;2;10;51594;
N47;2;11;51126;
K3;2;48;49785;
491;2;29;55081;
101;2;20;72176;
182;1;42;76853;
79;1;18;73539;
261;1;13;77295;
691;2;8;71493;
N2;1;23;77524;
198;1;9;55482;
159;2;17;50079;
RV1;2;12;73739;
407;2;49;77822;
183;2;42;72619;
D8;2;14;76615;
255;2;21;71616;
U10;2;16;54230;LAST
180;1;62;48125;LAST
19;1;38;49861;
290;1;25;75358;
3;1;6;57357;
240;2;14;75907;
148;1;26;54323;
17;1;34;52222;LAST
276;2;21;53808;
262;1;26;47479;
455;1;49;72390;
128;1;52;76682;
235;1;41;58639;
193;2;12;75666;
124;2;17;53443;
15;1;7;48791;
E5;2;29;55049;
137;1;36;91210;
D7;2;5;47374;
N28;2;7;49377;
92;1;26;75618;
258;1;8;47288;
H98;2;6;72007;
460;2;24;57232;
W14;1;30;73315;
196;1;39;74914;
383;1;9;74817;
N89;1;63;56839;
N171;1;61;77665;
173;2;31;56984;
154;1;25;52421;
184;2;23;51398;
D8;1;11;49946;
56;2;26;55430;
372;1;15;74075;
418;1;16;56509;
300;2;34;74082;
N15;1;5;51831;
16;2;19;54594;
432;1;10;56270;
330;1;16;73947;
347;1;16;59374;
H25;2;24;57308;
697;1;10;47915;
88;1;8;50171;
1;1;25;52998;
276;2;34;77535;
462;1;10;77118;
230;1;22;52456;
97;1;39;77977;
67;1;21;47134;
467;2;50;53048;
250;1;32;56293;
D7;2;16;72779;
21;2;37;87898;
38;1;26;75776;
388;1;22;56151;
411;1;16;75737;
N68;1;65;74329;
98;2;4;47551;
355;2;8;77285;
H91;2;13;71614;
N55;2;76;50290;
463;2;35;52415;
276;2;37;74320;
134;1;18;75173;
474;1;20;71513;
322;2;28;76302;
195;2;47;56623;
309;1;6;72287;
655;2;22;57663;
463;1;32;77590;
274;1;18;47843;
493;2;55;50618;
696;1;40;57447;
24;2;4;50748;
1;2;20;51165;
367;1;42;71637;
249;1;28;50001;
237;2;19;71614;
94;1;32;73476;
N109;2;33;72992;
232;1;4;49102;
225;2;23;58792;
386;1;38;48392;
229;2;52;73732;
39;2;30;75946;
N28;2;24;53802;
332;2;28;71524;
C1;2;29;59611;
284;2;25;72470;
N91;1;27;50066;
35;2;13;91569;
124;2;31;72424;
698;2;27;59164;
486;2;28;74026;
391;2;14;51668;
P5;1;36;53264;
358;1;44;73266;
19;2;7;76602;
488;1;1;76073;FIRST
385;2;15;75669;
X26;2;12;52325;
422;2;7;52195;
308;2;36;52519;
120;1;6;54172;
75;1;41;55184;
407;2;60;50253;LAST
33;1;43;50862;
499;2;37;54707;
B16;2;45;73724;
665;1;16;56793;
N109;2;46;53987;
635;1;30;59102;
678;1;20;54750;
236;2;19;75467;
41;2;25;59026;
224;2;5;77867;
50;1;45;51502;
186;2;2;59429;
N205;1;26;53405;
319;2;29;47549;
8;1;6;57459;
119;2;38;57597;
71;1;11;55783;
496;2;17;54525;
481;1;40;75398;
180;2;59;76431;
321;1;18;57806;
U4;1;32;47616;
K4;1;9;74981;
N279;1;55;51653;
197;2;36;77142;
151;1;8;51621;
7;1;29;52334;
105;2;21;55528;
S3;1;7;54479;
26;2;14;75373;
352;1;1;55956;FIRST
232;1;2;77333;
N47;1;101;56577;
136;2;20;47049;
77;1;35;76142;
137;1;4;59351;
107;2;10;52728;
94;1;5;57204;
G1;2;34;52430;
65;2;10;47060;
393;2;43;59358;
279;2;42;73446;
257;1;7;57412;
383;2;23;58265;
671;2;5;73151;
223;1;7;57511;
625;1;17;47683;
N44;2;53;55092;
N98;2;25;72288;
R4;1;13;98091;
163;2;4;91486;
36;1;25;58226;
341;1;51;77866;
N68;1;2;72774;
488;2;29;59213;
309;2;15;51597;
71;2;6;77050;
62;2;12;72439;
H25;2;33;55861;
323;1;3;50635;
C2;2;10;53402;
N97;2;26;49567;
C1;2;12;75323;
263;2;28;56249;
126;2;28;57173;
E1;1;2;56738;
42;2;23;57949;
H25;2;30;48740;
162;1;3;47775;
387;1;9;76568;
N136;1;85;49099;
333;1;18;77147;
67;1;4;59490;
108;2;30;76906;
R10;2;5;75529;
UL2;1;3;58644;
276;2;52;73671;
381;1;44;53311;
34;2;36;54234;
N29;1;69;49469;
127;1;12;58758;
390;1;1;47949;FIRST
18;2;28;71290;
N2;1;42;56349;
216;1;30;74492;
226;2;29;73392;
126;2;9;52038;
65;1;40;77839;
232;1;7;75783;
242;2;34;74507;
491;2;33;51386;LAST
N89;2;93;51095;
N381;1;20;76543;
436;1;10;53427;
424;2;10;55821;
136;2;13;55138;
197;2;5;75194;
14;1;28;47562;
607;2;18;59513;
467;2;62;55683;
W10;2;15;98127;
41;2;1;91466;FIRST
104;1;17;47619;
333;2;45;71317;LAST
N137;1;55;54792;
488;1;3;58196;
271;1;23;71167;
N21;2;82;57825;
53;2;10;71977;
370;2;2;71960;
N22;2;24;49839;
616;1;1;75503;FIRST
80;2;38;53656;
647;2;24;47576;
455;1;25;59238;
277;1;15;71231;
251;2;34;53842;
W12;1;15;77076;
180;2;49;73162;
183;1;20;76333;
140;1;36;73430;
381;1;23;74050;
688;1;8;57343;
118;1;39;55294;
124;2;7;59098;
371;2;6;76186;
H10;1;27;48798;
82;1;5;76023;
263;1;19;51825;
158;1;39;59384;
W3;1;23;49149;
2;2;19;52744;
199;2;21;58049;
H14;2;7;73425;
246;1;37;74413;
69;1;7;59088;
233;1;33;75357;
N74;1;20;55335;
H12;2;6;71111;
P4;2;39;77734;
H11;1;26;49223;
N1;1;57;55020;
N11;2;60;53930;
359;1;5;52563;
N47;1;37;52478;
201;1;26;50410;
328;2;28;55982;
T33;2;25;58918;
699;1;1;73276;FIRST
206;2;24;72087;
N73;1;49;51919;
86;1;15;52597;
243;2;27;57562;
44;2;41;73461;
101;2;39;53119;
355;1;17;59314;
27;1;39;51885;
681;1;28;54753;
E2;1;11;57146;
95;1;42;72635;
99;2;39;52029;
W10;1;18;98146;
601;2;30;75640;
290;2;31;74841;
353;2;9;51567;
688;1;4;53040;
66;1;5;55211;
689;2;9;48413;
37;2;12;71057;
127;2;1;76188;FIRST
318;1;20;57427;
634;1;15;71612;
C3;2;21;55092;
D7;1;1;73923;FIRST
699;1;16;58770;
W3;2;17;73435;
214;2;31;52145;
189;1;19;50622;
606;2;35;59294;
690;2;18;55559;
N98;2;18;59163;
256;1;18;53157;
33;1;11;48475;
76;2;15;73861;
180;1;31;50167;
W9;1;17;48332;
H20;2;3;53043;
444;2;28;57879;
258;1;20;52273;
664;2;41;72885;LAST
N381;1;50;47028;
674;2;6;56605;
279;2;14;73479;
465;2;31;75395;
N381;1;21;49533;
152;1;11;71047;
89;1;50;56080;
N47;2;93;49762;
205;1;30;56151;
485;1;8;49455;
260;1;12;50661;
444;1;34;75669;
C2;1;9;52168;
R68;2;36;77791;
220;1;26;49018;
N44;1;21;73655;
394;2;4;49340;
N207;2;28;73608;
195;1;37;72294;
115;2;7;72400;
108;1;35;58395;
98;1;28;72798;
B12;1;10;54084;
N11;1;21;52650;
236;2;16;57767;
99;2;3;74861;
6;2;2;52128;
141;2;41;71275;
232;1;21;53363;
492;2;37;77784;
191;1;1;48625;FIRST
661;1;9;51312;
W19;1;10;57770;
440;1;24;54747;
48;2;17;54672;
78;1;25;74875;
N35;1;19;72137;
113;1;51;59130;
117;1;28;73257;
N381;1;6;74829;
225;2;4;52763;
262;2;18;55497;
136;1;36;74147;
101;2;17;54003;
69;1;3;59458;
675;1;5;72707;
N155;1;16;59314;
N16;2;34;75891;
X68;2;8;54438;
81;1;31;53468;
129;1;2;47974;
427;1;9;49003;
193;1;10;48957;
H17;1;5;50283;
W14;1;40;72169;
465;2;34;54831;
N47;2;51;52180;
G1;1;8;48908;
394;1;31;75353;LAST
228;1;27;56951;
286;1;44;55866;
N15;2;9;72054;
308;2;7;75256;
183;2;41;49031;
12;2;38;71995;
467;1;13;76595;
187;1;25;47005;
499;2;9;53562;
50;2;44;58680;
303;1;21;57286;
224;2;10;52214;
683;2;23;57021;
285;2;43;49345;
95;1;44;58304;
82;1;47;71053;
397;1;16;47946;
H20;2;12;76763;
601;1;21;53962;
N63;2;31;74389;
249;1;23;50945;
9;1;21;56922;
173;1;25;57185;
C10;1;45;91507;LAST
189;1;34;53994;
182;2;10;71693;
R68;1;21;91393;
295;1;12;77253;
33;2;36;55098;
499;1;35;56431;LAST
B16;1;31;50659;
93;2;12;52298;
20;2;7;48142;
UL2;1;4;54892;
655;2;18;77177;
141;1;50;91261;LAST
P12;2;2;76447;
313;1;4;56033;
U4;2;27;57303;
N15;2;52;53028;
323;2;7;48274;
H3;2;12;72386;
H17;2;25;54146;LAST
98;1;32;55315;
N9;2;47;72598;
148;2;18;53906;
353;2;25;55278;
70;2;4;55065;
626;2;24;76527;
37;2;32;59241;
541;1;2;74565;
245;2;17;59526;
N253;1;4;49957;
D6;2;10;55228;
124;1;6;56413;
N136;2;9;50926;
51;2;51;76598;
696;2;37;58936;
59;1;11;52215;
E6;2;23;74980;
678;1;5;57214;
326;1;40;58401;
206;1;19;47185;
70;2;5;55996;
358;1;71;76882;
52;1;1;57096;FIRST
352;1;7;75354;
N98;1;6;47061;
156;1;8;51232;
C10;1;40;77383;
499;1;18;57520;
N279;1;9;47341;
295;1;5;72907;
346;2;11;50458;
484;1;23;49396;
303;1;16;75530;
N9;2;45;55977;
W15;1;47;57441;
172;2;31;56800;
N19;2;8;77919;
U5;1;24;74551;
X68;1;2;74176;
368;1;12;77432;
675;1;3;72413;
36;1;14;50739;
176;2;1;71136;FIRST
380;2;20;52425;
50;2;43;56294;
S1;1;9;55038;
14;1;13;56086;
90;2;7;49345;
57;1;49;58966;
393;1;4;77561;
N87;1;50;51541;
50;2;14;57626;
52;2;34;53748;
651;2;2;57520;
K3;2;3;74324;
N109;2;1;58071;FIRST
639;2;13;50455;
N137;2;43;75522;
490;1;1;47197;FIRST
145;1;2;76942;
92;2;13;57611;
228;2;11;72907;
203;2;38;72863;
132;2;28;73650;
325;1;25;50198;
R70;1;43;51770;
114;1;23;47478;
308;2;31;77211;
12;1;6;57357;
N171;2;39;55283;
H37;1;2;59102;
265;2;31;72024;
R4;2;12;54151;
N113;2;50;50049;
R10;1;5;57395;
P12;1;13;56915;
N381;2;40;73163;
85;2;27;51131;
135;2;7;56151;
264;2;30;71788;
R8;2;25;52742;LAST
358;1;65;57501;
143;2;21;57654;
N11;1;17;73075;
124;1;27;48682;
14;2;17;56760;
102;2;53;53617;
156;1;35;54013;
152;1;35;71918;
208;2;11;48963;
428;2;28;47499;
521;1;6;74252;
204;1;40;49615;
65;2;33;58444;
N7;1;45;76957;
209;2;14;74814;
187;1;8;49394;
423;1;15;72717;
261;2;6;76253;
W15;2;2;48767;
366;2;45;56557;
T33;1;23;76035;
R7;2;10;55520;
14;1;6;56061;
C10;1;44;55571;
N113;1;12;47870;
U7;1;21;58307;
53;1;59;49892;LAST
K3;1;3;71838;
273;2;29;51023;
613;2;8;71492;
N86;1;40;77978;
485;2;12;49599;
W19;1;16;51083;
252;1;22;49420;
258;1;35;71848;
57;2;11;76015;
