RouteName;Direction;TFLSequence;BusStopCode;FirstLast
336;1;9;77900;
115;2;25;49414;
143;2;13;58021;
167;2;50;75540;
390;1;14;55296;
250;1;18;48459;
N15;1;3;47874;
24;1;11;71359;
297;2;20;47397;
N73;2;20;77773;
148;1;6;73688;
650;1;8;72405;
26;2;15;56259;
N86;1;4;54389;
267;2;17;48496;
99;2;34;57116;
47;2;19;77522;
688;1;12;48031;
465;1;51;53267;
452;2;36;54629;
127;2;2;77274;
234;1;34;77660;LAST
R3;2;24;48825;
N279;2;42;52411;
R68;1;23;48421;
424;2;3;56807;
256;2;20;51945;
N137;1;33;57652;
117;2;2;58815;
154;2;46;76914;
499;2;2;54568;
658;1;10;58225;
213;2;44;57894;
221;1;41;57379;
N136;1;10;47982;
362;1;7;58469;
15;2;18;50095;
229;1;13;52794;
171;2;42;55345;
345;2;33;54959;
H12;2;8;72954;
183;2;44;51222;
173;1;20;49309;
R2;1;5;53454;
3;2;1;55404;FIRST
R3;1;32;53786;
252;2;42;48409;
423;1;29;58997;
N19;2;14;51620;
47;2;26;52443;
134;1;46;73135;
275;1;23;58589;
194;2;15;47598;
241;1;15;51193;
S4;1;1;49737;FIRST
183;2;32;55367;
305;1;16;58070;
326;2;29;51836;
226;1;13;52194;
393;1;14;55243;
W19;1;1;54145;FIRST
N15;2;54;76995;
635;2;21;54388;
177;2;59;54736;
393;1;13;71170;
313;1;19;75301;
113;1;41;51651;
65;2;7;71016;
W11;2;7;48643;
221;1;17;58240;
410;1;44;59195;
152;1;5;72765;
347;2;21;56341;
37;1;42;54756;
240;2;27;51222;
287;1;15;55075;
222;1;23;54810;
N16;2;11;74820;
499;2;30;57028;
N253;1;30;55979;
6;2;12;52232;
191;1;12;54107;
466;1;36;50984;
N63;1;7;74438;
N171;1;50;51512;
250;2;37;54038;
109;1;31;71521;
22;2;27;54324;
244;1;3;75684;
N3;2;41;71021;
177;2;35;77733;
345;1;26;57652;
314;2;57;74527;
N109;2;17;50861;
12;2;4;54362;
64;2;1;48701;FIRST
53;2;19;47366;
507;1;11;47885;LAST
N550;1;15;51391;
16;2;24;71695;
103;1;39;51950;
642;1;11;50328;
490;1;42;51098;
617;2;12;56152;
144;1;4;47146;
290;1;36;77560;
N68;1;49;76144;
121;1;33;74353;
177;1;1;73982;FIRST
11;2;15;77694;
663;2;16;75390;
336;2;24;55154;
4;2;1;76187;FIRST
186;2;9;92029;
216;2;33;74755;
466;2;5;47602;
549;2;4;59226;
C1;1;18;57295;
N253;1;47;52436;
145;1;6;77537;
422;1;3;71672;
412;2;34;56739;LAST
638;2;54;50841;
179;2;16;74246;
W16;1;10;72788;
382;2;18;47195;
207;2;5;53913;
88;2;18;55114;
197;1;31;71165;
234;1;27;76916;
407;2;28;55005;
549;1;13;47612;
667;2;21;53944;
27;2;16;55097;
432;1;20;56892;
90;1;38;50109;
N550;1;54;76615;
C1;1;17;71655;
232;1;39;51981;
656;2;2;51265;
N7;2;26;51118;
473;1;23;57643;
634;2;15;51326;
472;1;41;76316;
484;1;27;59144;
N98;1;42;56487;
118;1;11;58149;
18;1;38;51725;
206;2;26;47841;
170;2;22;75225;
270;1;19;54720;
372;1;42;57551;LAST
1;1;7;75793;
692;1;28;53747;
346;2;7;47482;
K5;1;24;49481;
641;2;18;73532;
430;2;20;56500;
44;2;1;77113;FIRST
101;2;40;48942;
308;1;18;50627;
376;1;19;56784;
H98;2;39;48945;
319;1;35;48396;
247;1;11;54637;
634;1;26;73975;
297;2;7;75272;
474;2;31;49332;
R4;2;3;54168;
93;1;23;71182;
12;1;16;47001;
173;2;20;49792;
224;1;41;73216;
653;2;15;49031;
N205;1;24;76090;
N113;1;25;48350;
208;1;16;58896;
276;2;47;48308;
N343;1;22;77955;
36;1;19;52334;
481;1;38;51208;
492;1;32;56391;
29;2;26;77297;
257;1;6;72157;
18;1;33;48602;
388;2;9;56766;
31;1;3;55641;
143;1;18;76009;
115;1;10;53154;
N253;1;26;73414;
93;2;42;56454;
142;2;22;71192;
B13;1;3;73438;
173;1;24;49416;
4;1;29;71024;
N1;2;17;55346;
288;2;5;72610;
216;1;27;56745;
139;2;25;56472;
364;2;21;47934;
W19;2;36;55884;
N13;1;34;52293;
285;1;30;51806;
48;2;38;52021;
201;2;19;58149;
27;1;32;48563;
482;2;14;57337;
149;2;48;72464;
23;1;23;52334;
16;1;25;53906;
104;2;28;58082;
N155;1;40;71484;
20;1;42;58384;
103;2;3;50789;
T33;1;13;54403;
699;1;13;55194;
H37;2;4;92038;
S1;1;11;54443;
300;1;31;76591;
C10;1;14;48526;
W8;2;33;47365;
111;2;59;54225;
196;2;26;77049;
455;2;55;73507;
205;2;11;75365;
155;1;26;58970;
136;2;6;52840;
72;2;19;50862;
261;1;37;55698;
612;1;17;53005;
53;2;38;77476;
183;1;2;52865;
N41;1;52;54029;
132;2;40;74535;
165;1;52;49280;
468;1;25;48200;
117;2;40;54149;
N1;2;38;49605;
N55;2;70;53841;
244;2;12;49128;
142;1;24;55163;
231;1;26;75989;LAST
191;1;36;52098;
79;1;27;76097;
321;1;29;48881;
627;2;13;47731;
91;2;29;73962;
28;1;43;53024;
440;1;2;76347;
H32;2;20;71131;
22;1;23;71753;
N22;2;33;75284;
472;2;21;57778;
10;2;15;74257;
114;2;35;51145;
405;2;12;92046;
N64;2;36;58530;
294;1;48;52162;
427;1;18;49677;
210;1;10;73007;
89;1;27;49648;
468;2;39;56616;
363;2;36;77885;
3;1;21;52606;
N1;2;78;72877;
234;1;30;50012;
N11;2;69;76921;
214;1;9;54277;
N171;2;50;58947;
H11;2;29;50979;
N381;1;44;51022;
129;1;6;49240;
464;1;4;56062;
339;2;30;75258;
N47;1;84;72179;
186;1;54;58401;
242;1;6;47832;
170;2;13;50182;
H18;1;23;53565;
206;1;26;51161;
80;2;13;48310;
N11;1;43;74163;
47;2;38;74695;
E9;2;1;56857;FIRST
R8;2;23;47378;
N11;1;23;76650;
29;1;11;47122;
39;1;14;72858;
55;2;4;51963;
59;1;27;71098;
N38;2;17;75412;
150;1;19;50189;
N55;2;24;48807;
N22;1;10;77070;
3;1;35;48527;
269;2;13;57684;
246;2;33;54232;
368;1;13;58915;
249;1;38;71322;
T33;1;21;52020;
260;1;47;53558;
62;1;12;48175;
20;1;39;53210;
112;2;2;59535;
621;1;21;52810;
303;1;12;50419;
N8;2;70;56437;
25;2;12;48084;
281;2;26;47824;
N21;1;41;58113;
331;2;43;75510;
N68;2;88;49580;
186;1;13;74728;
76;1;34;71579;
370;1;30;58601;
465;1;17;53557;
407;1;10;73612;
180;1;51;73632;
602;1;40;51495;LAST
157;1;28;71787;
B16;2;28;55450;
254;2;16;58361;
288;2;4;56162;
25;1;49;72751;
N7;1;2;56117;
242;2;13;75971;
130;1;5;50067;
R2;2;26;52681;
372;1;32;54748;
N38;1;38;75615;
73;1;10;72798;
166;1;4;48826;
314;2;15;54232;
191;2;25;71413;
35;1;49;52397;
N21;2;37;54295;
326;1;14;55672;
121;1;4;55081;
76;2;2;54221;
92;1;25;57984;
669;1;44;47916;
N41;2;7;55102;
109;1;28;49265;
225;1;4;77684;
605;1;4;58482;
36;2;31;77064;
150;2;22;71238;
177;1;12;57334;
N9;1;3;71636;
211;2;38;73304;LAST
N63;2;25;76589;
313;2;27;54523;
283;1;14;77769;
316;1;27;52593;
549;1;28;51148;LAST
N551;2;46;54542;
79;2;27;55140;
151;1;27;71492;
W10;1;3;98126;
139;2;6;75034;
602;2;13;47499;
407;1;27;53148;
20;1;17;51231;
284;2;7;75004;
N86;1;32;75956;
613;1;20;54478;
41;1;12;72653;
452;2;30;73511;
N279;2;55;50163;
117;2;50;47571;
635;1;20;54102;
B13;1;11;74100;
350;1;21;75052;
199;1;17;57056;
237;2;24;48622;
280;2;26;71056;
R4;2;26;53205;
57;2;50;76063;
364;1;1;77146;FIRST
127;2;26;55017;
367;2;61;74763;LAST
27;2;26;47231;
601;1;38;50715;
252;1;27;52116;
324;1;1;53317;FIRST
140;2;47;71842;
252;1;42;51434;
E1;1;1;53393;FIRST
N1;2;43;57360;
N205;1;23;57737;
51;2;28;51227;
E8;2;13;54926;
678;2;1;57919;FIRST
B14;1;5;54331;
R1;1;24;55270;
139;2;28;54607;
H19;1;10;54971;
354;1;28;52941;
N550;2;46;77801;
223;1;22;77809;
281;1;43;77714;
665;1;23;71692;
P12;1;43;53971;
25;1;13;91542;
124;2;5;47147;
83;2;57;50660;
372;2;20;77198;
85;2;25;48150;
608;2;19;54707;
S1;2;22;76518;
284;2;18;47132;
214;1;30;72611;
372;1;24;73009;
621;1;17;73328;
366;2;28;59132;
266;2;36;55709;
476;2;35;52411;
N98;1;36;55823;
262;2;20;54962;
189;1;13;50303;
N381;1;18;51433;
298;2;9;54897;
112;2;29;54981;LAST
243;2;18;47244;
612;1;1;48116;FIRST
R1;1;21;52742;
391;2;42;49710;
606;1;23;59087;
2;1;21;54959;
160;1;2;77541;
199;2;24;75738;
73;2;12;75426;
436;2;44;75659;
401;1;9;52975;
U7;1;15;52028;
307;2;26;57617;
N47;1;76;48903;
325;1;1;53269;FIRST
W6;1;2;47184;
58;1;44;59406;
51;2;21;53322;
194;2;58;74707;
490;2;16;76876;
156;2;5;75583;
R70;1;4;57786;
395;2;14;75054;
367;1;55;47792;
418;1;34;98502;LAST
133;1;1;91305;FIRST
D7;2;8;72886;
276;1;14;56929;
150;2;38;77110;
C1;2;18;72158;
367;2;48;51384;
150;2;12;56507;
28;1;27;54809;
N22;1;42;56899;
89;2;21;77290;
141;1;21;72319;
226;1;44;55862;
19;2;23;77374;
17;2;30;77357;
689;2;23;59436;
U4;1;31;58182;
88;1;15;57653;
102;2;10;75204;
81;1;39;49286;
N550;1;27;77453;
N279;2;62;50648;
453;1;15;57457;
H17;1;2;73941;
467;1;26;51803;
R1;2;1;58058;FIRST
H14;1;1;76461;FIRST
N279;2;20;71405;
N13;2;51;71641;
188;2;25;58576;
263;2;29;51866;
65;2;42;50375;
187;1;43;74768;LAST
N207;1;49;76126;
52;2;27;48388;
603;2;14;48027;
496;1;14;53675;
S3;1;32;98015;
261;2;1;53032;FIRST
44;2;24;51707;
68;1;23;71424;
632;1;9;57676;
B11;1;6;74484;
321;2;23;49313;
140;1;14;59402;
182;1;28;53519;
W6;1;6;48620;
281;1;30;57553;
27;2;45;71097;
466;2;3;72004;
H91;2;1;71926;FIRST
381;2;40;47019;
142;2;40;58080;
157;1;60;50113;
N343;1;28;49722;
646;2;7;77692;
K3;1;4;73398;
381;2;46;51189;
201;1;4;51948;
606;2;15;59322;
440;2;8;58710;
473;2;29;74007;
N279;1;41;48706;
K3;1;10;72364;
674;2;7;53325;
186;1;49;51044;
148;1;31;72042;
14;2;29;77462;
EL1;1;2;72545;
655;1;8;54679;
192;2;19;56235;
337;1;17;53302;
71;2;28;73890;
286;1;14;51627;
662;1;21;74741;LAST
123;1;29;47827;
165;1;50;52249;
110;2;16;53216;
74;2;14;72116;
434;1;18;98168;
231;1;24;55970;
607;2;9;77705;
204;2;18;57676;
158;1;41;52635;
260;2;7;48662;
N109;2;62;51343;LAST
60;2;26;75908;
R1;1;25;57085;
422;1;23;47952;
646;1;41;53791;
74;1;27;73576;
281;2;13;55145;
N19;2;29;48514;
60;2;63;47667;LAST
103;2;42;53931;
N86;1;57;49993;
468;1;38;77049;
10;2;9;73135;
286;1;42;73149;
N1;1;38;53643;
127;1;14;56451;
180;2;6;54128;
X68;2;14;52626;
N47;1;78;71875;
K5;2;37;49266;LAST
N16;1;5;53919;
201;2;42;51916;LAST
466;1;33;75719;
281;1;1;48921;FIRST
45;1;44;71495;
38;1;2;56028;
379;1;5;71400;
H37;1;19;49662;
N26;1;36;50052;
E5;2;11;55676;
66;1;26;58443;
681;1;29;52935;
H28;2;42;53437;
250;1;14;49653;
28;1;37;72399;
N68;2;97;72164;
57;2;49;75563;
U5;1;26;49623;
N20;2;56;58300;
343;1;21;58649;
103;2;23;73972;
H13;2;2;52822;
193;1;20;50492;
302;2;28;47456;
300;1;26;55229;
N137;2;25;91399;
93;2;8;73167;
122;1;16;56044;
486;2;10;77282;
490;2;15;71508;
415;1;6;76213;
73;1;2;76848;
173;2;35;54096;
41;2;14;73193;
265;1;43;54303;
280;2;16;53273;
118;2;9;59072;
115;2;29;76332;
287;1;21;52966;
W10;2;11;98135;
112;1;20;57862;
405;2;24;49961;
140;2;13;47073;
203;2;33;47165;
H22;2;18;47054;
H28;2;25;50600;
297;2;14;55551;
3;1;17;50861;
N279;2;6;71293;
331;2;6;77195;
697;2;15;52809;
N3;2;4;52891;
195;1;19;57303;
60;2;55;47270;
280;2;24;51337;
216;1;33;52584;
83;2;2;76963;
688;1;40;50025;
37;2;21;49050;
N26;2;46;51297;
68;1;10;74329;
282;1;10;71821;
263;2;40;71801;
387;1;26;72031;
N22;2;3;58785;
262;1;5;52852;
699;1;32;57311;
56;1;3;56863;
199;2;4;58753;
P12;1;25;56200;
507;2;3;91508;
286;2;40;75747;
353;1;3;55834;
163;1;24;53094;
65;1;5;72739;
N3;2;38;53937;
N2;1;20;75206;
101;1;42;51205;
30;2;35;50975;
92;1;42;59197;
387;2;26;50382;
N343;1;38;71249;
541;1;12;53727;
61;1;13;55130;
H10;1;14;74037;
177;1;9;52975;
N16;2;19;59260;
328;2;26;54053;
507;2;4;72447;
N44;2;68;47666;
106;2;13;77588;
47;1;48;58298;LAST
179;2;21;73515;
3;1;41;77425;
C11;1;36;48042;
23;2;32;56894;
528;2;3;48763;
634;2;12;57151;
N205;1;32;47908;
211;1;8;54692;
N64;2;16;71538;
74;1;17;72752;
59;2;10;76501;
164;1;18;49986;
632;2;24;54878;
N7;1;13;54805;
425;2;16;47459;
172;2;39;55283;
K3;2;17;57473;
U7;1;6;56821;
N155;2;2;52128;
N44;2;13;53273;
185;2;27;48278;
185;1;35;49801;
168;2;21;71137;
291;2;18;47558;
93;1;9;50693;
83;1;34;57287;
55;2;23;48630;
1;2;7;50548;
337;2;18;77126;
N35;1;1;74631;FIRST
52;1;17;74175;
318;2;10;58725;
245;1;34;57415;
161;1;1;75400;FIRST
63;1;2;74632;
611;2;13;71189;
370;1;7;53173;
182;1;8;49197;
151;2;34;56561;
U10;1;17;71330;
632;2;32;48809;
261;2;14;58772;
463;2;42;54326;
237;1;39;49922;
164;2;27;76518;
94;1;30;52972;
P4;1;40;75126;LAST
465;1;11;50144;
358;2;47;47348;
N155;2;11;49679;
95;2;3;55169;
N20;2;22;77950;
343;2;32;75057;
178;1;29;56237;
150;2;30;91254;
172;1;17;52566;
696;1;8;56986;
375;1;24;55438;
355;2;31;72576;
245;1;3;54884;
24;2;14;49253;
N21;1;56;52466;
488;2;17;75244;
N89;2;104;76629;
270;2;13;57397;
31;2;18;73157;
222;1;1;50390;FIRST
493;2;58;48397;
285;2;21;57043;
R68;1;26;54581;
242;2;41;73591;
469;2;25;71590;
E8;2;16;77062;
H26;2;14;71037;
25;2;51;53027;
486;2;18;53277;
120;2;23;53338;
60;2;60;58610;
252;1;29;52895;
36;1;50;75097;
N21;2;59;54729;
455;1;5;71617;
931;2;4;91450;
353;2;20;54168;
260;1;48;48426;
440;1;28;72286;
401;2;32;57390;
171;2;52;48601;
135;2;1;72388;FIRST
114;1;27;47999;
174;1;13;54367;
83;2;8;57121;
277;2;17;58446;
83;1;38;76943;
70;1;3;56320;
70;1;37;74521;
491;2;2;50697;
300;2;36;51200;
367;2;34;72276;
263;1;5;47936;
234;1;16;50293;
242;1;19;72905;
204;2;5;56878;
226;2;21;72963;
180;1;44;57360;
602;1;5;50085;
166;2;17;75719;
N1;1;19;51637;
C11;2;18;51622;
232;2;31;75505;
132;1;9;91543;
125;1;24;47967;
196;2;6;72543;
N7;1;4;53633;
226;2;36;77982;
44;1;38;74220;
481;2;5;74833;
N136;2;41;77489;
N41;2;45;52812;
N63;1;46;47306;
N171;2;48;57977;
X68;2;12;74914;
168;1;27;76884;
602;2;1;56486;FIRST
224;2;20;71587;
51;2;2;54151;
398;1;22;53745;
182;2;43;47689;
300;2;27;57697;
N1;1;28;52763;
382;1;10;52164;
40;2;4;74569;
H25;2;22;77160;
23;1;29;91533;
205;2;52;75205;
275;2;4;58438;
205;2;53;91245;LAST
125;2;26;49804;
148;2;5;56951;
177;2;61;73109;
P12;1;42;77210;
9;1;24;73047;
3;1;10;76526;
153;2;7;54246;
146;2;16;54905;
326;1;21;76527;
140;2;35;77778;
N136;1;67;72355;
208;1;39;53588;
H98;1;18;71717;
18;2;46;57611;
436;2;32;48604;
142;2;33;50787;
N207;1;40;50509;
305;1;6;47573;
B12;1;14;77784;
N279;2;28;74153;
347;2;3;56499;
236;2;10;57441;
638;2;37;47116;
32;2;15;52117;
690;1;16;77524;
661;1;18;58484;
646;1;2;71261;
38;2;24;51838;
209;2;10;48915;
407;1;44;57592;
40;1;11;77952;
391;2;16;47756;
N11;1;19;56320;
602;1;11;53377;
W12;1;2;75009;
29;1;12;71930;
252;2;29;75497;
N11;2;43;54099;
312;2;11;49363;
324;1;5;56610;
T31;2;27;54430;LAST
C1;2;27;59610;
464;2;19;59033;LAST
143;1;25;47211;
136;2;28;54295;
E3;1;35;51237;
290;2;18;54762;
332;1;25;75891;
246;1;9;72953;
340;1;6;47866;
969;2;19;74440;
H9;1;13;57627;
145;1;14;48665;
54;1;40;53318;
29;2;4;57455;
140;1;1;48839;FIRST
648;1;4;73397;
414;1;15;48108;
638;2;75;52891;LAST
617;2;14;73604;
153;1;3;57804;
225;2;11;76968;
208;1;22;75127;
109;1;16;49897;
246;1;23;48265;
E5;2;28;58456;
N22;2;18;54955;
208;2;35;76119;
468;2;56;71788;
243;2;36;71289;
634;2;18;47664;
187;1;4;49182;
470;2;1;55699;FIRST
665;1;19;49865;
R3;1;44;55643;
363;1;20;57668;
385;1;12;47543;
154;2;41;50193;
86;2;5;55455;
36;1;33;53139;
397;1;28;57908;
N63;1;38;49429;
195;2;13;48306;
646;1;38;77143;
245;2;36;48383;
266;2;53;51283;
141;1;2;50921;
51;2;13;72850;
P12;1;45;47535;
393;2;10;54334;
366;2;24;51548;
341;1;44;73368;
240;1;29;72375;
155;1;16;55760;
415;2;21;48483;
279;2;2;59125;
247;2;23;55006;
N109;2;52;73756;
354;2;4;77503;
248;2;3;49983;
W12;1;24;51534;
34;2;37;76206;
38;2;14;77374;
86;1;39;73578;
337;1;4;57384;
401;1;4;57727;
P5;2;20;74214;
634;2;29;48162;LAST
185;2;37;48628;
187;1;11;92023;
492;2;3;52792;
696;1;23;50138;
160;2;27;52958;
110;2;25;76726;
182;2;36;47994;
469;1;34;77304;
171;2;39;57233;
390;2;14;77103;
K5;2;22;50885;
86;1;17;48572;
343;1;38;75580;
681;1;26;47824;
207;1;3;76896;
226;2;6;50170;
121;1;53;72438;
H22;1;2;51756;
35;2;17;51325;
N63;1;16;74632;
178;1;19;56813;
121;2;34;71235;
468;1;49;73616;
250;2;27;48213;
78;2;27;54896;
613;1;26;57428;
549;1;24;55835;
601;1;28;50681;
B12;2;4;53253;
126;2;16;73811;
260;2;15;58571;
30;1;9;53379;
652;1;9;74967;
282;1;41;58471;
386;2;26;55046;
W14;1;34;58142;
294;1;43;50729;
N35;2;18;73044;
465;1;58;73302;
165;1;45;77198;
251;1;40;74312;
468;2;60;56994;
302;1;27;73779;
313;1;29;54739;
N26;1;69;48548;
293;1;2;48471;
308;1;24;91351;
395;2;4;91548;
196;2;15;75411;
382;1;4;53040;
279;1;38;54198;
152;1;8;57129;
5;2;18;49570;
253;2;39;56028;
473;2;4;72229;
226;2;3;75524;
481;2;35;51986;
N11;1;16;50980;
39;1;6;52695;
460;1;21;49689;
187;1;20;53042;
N64;1;14;74684;
688;1;3;74010;
632;2;7;71695;
111;2;61;47489;
N47;1;13;77086;
47;1;3;50938;
13;2;36;59622;LAST
498;1;23;72321;
158;1;16;76183;
N35;1;60;54298;
B16;1;47;91369;
107;1;40;52882;
266;2;13;58571;
232;2;37;51268;
H28;1;19;58657;
325;2;26;51901;
347;2;28;58779;
44;2;2;56920;
407;2;15;77007;
203;1;12;48349;
224;2;26;74677;
227;1;18;57501;
N137;1;24;56449;
287;1;11;54131;
275;2;7;53301;
30;1;34;75433;
333;2;37;77390;
192;2;6;59006;
142;2;36;48778;
468;2;17;71846;
N73;1;56;58659;
281;1;29;71093;
210;2;9;58445;
B14;1;14;74658;
178;2;26;54494;
W3;2;2;49004;
499;2;17;72612;
40;2;28;47319;
611;2;11;58143;
179;2;23;50452;
E10;1;1;55379;FIRST
14;1;7;77387;
320;1;3;58806;
370;2;24;72727;
79;1;12;74966;
249;1;39;73805;
82;1;22;53236;
675;2;21;74363;
289;1;10;72391;
N15;2;63;75025;
382;1;12;53415;
273;2;16;52313;
52;2;6;53249;
152;2;21;77177;
H13;2;16;57293;
167;2;14;54790;
135;2;25;51380;
N5;1;8;76110;
P4;1;27;73906;
203;2;4;71834;
468;1;28;52129;
488;2;1;91526;FIRST
107;1;10;51816;
W11;2;5;53372;
119;1;31;74424;
390;1;41;74521;LAST
D7;2;13;74843;
125;2;22;49789;
341;1;7;57704;
296;2;5;52528;
498;2;25;48861;
414;2;26;49072;
N9;1;45;53616;
696;1;18;49534;
25;2;49;58894;
43;2;47;49334;
669;2;11;47105;
N44;1;48;56103;
76;1;42;77565;
418;1;33;52149;
314;2;65;77194;LAST
173;1;33;55414;
27;1;17;50912;
661;1;7;72803;
U5;2;15;71444;
T31;1;18;54964;
43;1;46;74231;
220;1;7;47681;
45;1;32;48783;
146;2;18;72835;
281;2;50;50523;
5;2;32;74112;
25;1;40;56149;
59;1;4;71521;
1;2;11;53681;
190;1;29;56807;
123;1;39;51367;
119;2;3;56056;
H10;1;37;75170;
314;2;61;73524;
T31;1;4;58473;
669;2;38;75981;
11;1;9;58984;
234;2;30;76320;
419;2;15;54879;
232;2;47;71693;
N73;2;58;50347;
38;2;1;77337;FIRST
22;1;29;52053;
N253;1;37;76281;
H26;1;15;49535;
251;1;9;56825;
382;2;11;56727;
305;1;3;48151;
E3;1;8;53003;
690;1;15;49050;
N87;1;66;52760;
224;2;12;74807;
N3;2;22;50219;
605;1;29;73740;
393;1;45;54960;
602;1;35;50280;
283;2;30;48058;
36;2;11;59378;
625;1;24;54055;
319;2;28;48257;
270;2;8;51224;
194;2;60;54081;
152;2;23;48664;
UL3;2;2;51433;
307;2;9;47547;
N35;1;44;47304;
37;1;8;77433;
H17;1;14;50076;
235;1;30;58656;
216;2;8;50168;
628;1;29;72280;
P4;2;30;57216;
355;2;29;52659;
398;2;28;54166;
145;2;48;74213;
412;2;10;55522;
173;1;8;74394;
465;2;43;77520;
122;1;52;49127;
462;2;13;75968;
N343;2;16;51028;
N68;2;17;55263;
20;1;50;74498;
11;2;25;74881;
17;2;27;58464;
229;2;15;77877;
387;1;36;73066;
388;2;11;58500;
257;2;30;56149;LAST
401;1;33;71403;
N47;2;21;75594;
422;2;13;72452;
N91;2;40;52154;
281;1;10;72964;
59;2;35;76606;
670;2;3;50563;
229;2;24;77971;
236;2;1;56271;FIRST
N136;2;58;56802;
19;2;11;57284;
285;1;52;54368;
42;1;8;48571;
H10;1;23;73054;
691;1;5;74276;
N21;1;9;49751;
N97;2;7;73201;
186;1;55;53407;
N26;1;59;76993;
32;2;28;50328;
257;1;15;48863;
467;2;60;58036;
W11;1;5;59324;
688;1;11;47967;
417;1;23;54038;
4;2;49;57816;
N22;1;49;58984;
363;2;22;72051;
381;2;6;75848;
605;1;27;54893;
364;1;5;53553;
653;1;9;77931;
142;1;43;57798;
321;1;52;48437;LAST
132;1;46;47214;LAST
P5;1;11;55610;
N18;2;48;77726;
19;2;24;52881;
55;1;12;77661;
148;2;20;71053;
N68;1;89;71234;
91;2;8;59037;
N9;1;53;57426;
237;2;37;56796;
29;2;7;54958;
625;2;5;53804;
13;1;8;52668;
E7;2;24;76422;
174;1;7;57265;
345;1;10;47176;
366;1;18;73232;
291;2;20;76115;
308;2;21;50864;
418;1;24;75916;
197;1;13;57565;
653;1;27;52633;
430;1;21;48361;
205;1;1;91245;FIRST
49;2;21;54349;
296;1;5;55211;
653;2;35;73493;
178;2;19;72014;
364;2;26;54514;
651;1;15;55919;
63;1;22;49564;
341;1;48;74505;
N155;2;20;57967;
N279;2;11;72497;
185;1;40;48571;
434;2;20;98155;
269;2;31;76709;
N29;2;68;54532;
86;1;19;91254;
58;1;6;77099;
349;2;6;58725;
249;1;10;76373;
257;1;2;58205;
295;2;12;74464;
117;2;38;73093;
N253;2;29;76171;
197;1;25;59243;
602;2;16;50587;
8;1;1;50834;FIRST
241;1;17;77508;
473;1;25;56149;LAST
200;1;2;48769;
289;2;40;77192;
253;2;6;74199;
U3;1;37;75792;
298;2;12;47770;
N21;2;68;55914;
143;1;41;91614;LAST
656;2;18;50087;
N31;2;5;56713;
B14;1;36;47638;
N279;2;76;51755;
49;2;22;76099;
669;2;27;57463;
N29;2;20;71405;
B12;2;17;52451;
162;1;20;58976;
U1;2;16;54230;
656;1;3;58172;
N55;2;21;50890;
690;1;22;77905;
55;1;17;72721;
117;1;39;51339;
92;2;39;75751;
71;1;29;50104;
688;1;2;55194;
W15;2;28;74670;
203;1;13;48773;
455;2;1;91518;FIRST
360;1;31;49873;
173;1;29;50003;
299;2;4;71183;
204;1;23;74057;
415;1;9;53708;
295;1;38;51479;
234;2;12;55198;
648;2;6;51935;
N9;1;52;73030;
104;2;34;74123;
180;2;15;54243;
244;1;40;52975;
34;2;4;48402;
396;2;3;53553;
124;2;36;50982;
134;2;43;75114;
N279;2;33;53953;
N136;2;33;75072;
326;1;3;48003;
287;2;3;77063;
300;1;11;76750;
350;1;19;49011;
253;2;33;74185;
245;2;26;57963;
97;1;4;56033;
N5;2;19;56992;
639;2;8;48631;
455;1;22;74977;
601;2;42;54736;
50;2;20;49653;
202;1;21;58204;
372;2;43;74956;LAST
140;2;28;55411;
55;1;25;52781;
N26;1;46;59416;
174;1;2;77200;
658;2;5;77647;
417;1;6;75610;
643;2;1;49616;FIRST
224;2;8;51560;
689;2;25;74763;LAST
N91;2;14;52861;
371;1;31;77745;
N38;2;30;50443;
358;2;32;53288;
H13;1;33;47247;
R6;1;17;53190;
613;1;3;47729;
931;2;2;56064;
371;2;4;55274;
294;1;26;53325;
143;1;17;73665;
481;1;12;52325;
39;2;6;59599;
15;2;31;76101;LAST
C10;2;35;73179;
78;2;9;72359;
390;2;7;73080;
N113;2;12;73188;
129;1;12;73632;
469;2;39;47937;
267;1;14;71907;
226;2;39;49408;
152;1;38;73736;
K3;1;42;57773;
173;1;21;53156;
491;1;9;76151;
696;1;11;51783;
346;1;8;58759;LAST
664;2;11;56136;
629;2;15;49507;
549;2;12;75484;
N97;1;2;53142;
N31;1;27;73771;
379;1;9;56310;
309;1;3;76901;
U5;2;41;54230;LAST
S4;2;5;59525;
117;2;18;58327;
179;2;40;75669;
314;1;37;52891;
109;2;22;50118;
353;1;4;57841;
482;1;23;48773;
270;1;20;72515;
102;1;48;72386;
362;1;22;77664;
352;2;2;72379;
7;2;31;53503;
345;2;48;53278;
407;2;18;71812;
34;1;18;52616;
309;2;8;50199;
268;2;5;51651;
106;2;33;72080;
283;1;26;73760;
N253;1;20;74507;
89;1;15;57721;
247;2;20;55204;
P12;2;27;72442;
67;2;42;73193;
314;2;7;56136;
H22;2;32;76760;
E8;1;1;48105;FIRST
155;1;15;47016;
9;1;13;54572;
90;2;9;57181;
153;1;24;53751;
174;1;11;52766;
663;1;20;56191;
E5;2;9;53577;
D3;1;3;58619;
B11;1;31;54857;
641;1;9;72422;
170;2;9;77621;
249;1;36;48083;
164;1;16;48310;
86;2;40;48084;
380;2;34;57052;
79;1;33;54795;
605;1;18;71575;
N41;1;5;51963;
146;1;20;56714;
